496,"Kelly's Gift Shop",Snowden,Tony,"+64 9 5555500","Arenales 1938 3'A'",NULL,"Auckland  ",NULL,NULL,"New Zealand",1612,110000
496,"Kelly's Gift Shop",Snowden,Tony,"+64 9 5555500","Arenales 1938 3'A'",NULL,"Auckland  ",NULL,NULL,"New Zealand",1612,110000
496,"Kelly's Gift Shop",Snowden,Tony,"+64 9 5555500","Arenales 1938 3'A'",NULL,"Auckland  ",NULL,NULL,"New Zealand",1612,110000
496,"Kelly's Gift Shop",Snowden,Tony,"+64 9 5555500","Arenales 1938 3'A'",NULL,"Auckland  ",NULL,NULL,"New Zealand",1612,110000
496,"Kelly's Gift Shop",Snowden,Tony,"+64 9 5555500","Arenales 1938 3'A'",NULL,"Auckland  ",NULL,NULL,"New Zealand",1612,110000
496,"Kelly's Gift Shop",Snowden,Tony,"+64 9 5555500","Arenales 1938 3'A'",NULL,"Auckland  ",NULL,NULL,"New Zealand",1612,110000
496,"Kelly's Gift Shop",Snowden,Tony,"+64 9 5555500","Arenales 1938 3'A'",NULL,"Auckland  ",NULL,NULL,"New Zealand",1612,110000
496,"Kelly's Gift Shop",Snowden,Tony,"+64 9 5555500","Arenales 1938 3'A'",NULL,"Auckland  ",NULL,NULL,"New Zealand",1612,110000
496,"Kelly's Gift Shop",Snowden,Tony,"+64 9 5555500","Arenales 1938 3'A'",NULL,"Auckland  ",NULL,NULL,"New Zealand",1612,110000
496,"Kelly's Gift Shop",Snowden,Tony,"+64 9 5555500","Arenales 1938 3'A'",NULL,"Auckland  ",NULL,NULL,"New Zealand",1612,110000
496,"Kelly's Gift Shop",Snowden,Tony,"+64 9 5555500","Arenales 1938 3'A'",NULL,"Auckland  ",NULL,NULL,"New Zealand",1612,110000
496,"Kelly's Gift Shop",Snowden,Tony,"+64 9 5555500","Arenales 1938 3'A'",NULL,"Auckland  ",NULL,NULL,"New Zealand",1612,110000
496,"Kelly's Gift Shop",Snowden,Tony,"+64 9 5555500","Arenales 1938 3'A'",NULL,"Auckland  ",NULL,NULL,"New Zealand",1612,110000
496,"Kelly's Gift Shop",Snowden,Tony,"+64 9 5555500","Arenales 1938 3'A'",NULL,"Auckland  ",NULL,NULL,"New Zealand",1612,110000
496,"Kelly's Gift Shop",Snowden,Tony,"+64 9 5555500","Arenales 1938 3'A'",NULL,"Auckland  ",NULL,NULL,"New Zealand",1612,110000
496,"Kelly's Gift Shop",Snowden,Tony,"+64 9 5555500","Arenales 1938 3'A'",NULL,"Auckland  ",NULL,NULL,"New Zealand",1612,110000
496,"Kelly's Gift Shop",Snowden,Tony,"+64 9 5555500","Arenales 1938 3'A'",NULL,"Auckland  ",NULL,NULL,"New Zealand",1612,110000
496,"Kelly's Gift Shop",Snowden,Tony,"+64 9 5555500","Arenales 1938 3'A'",NULL,"Auckland  ",NULL,NULL,"New Zealand",1612,110000
496,"Kelly's Gift Shop",Snowden,Tony,"+64 9 5555500","Arenales 1938 3'A'",NULL,"Auckland  ",NULL,NULL,"New Zealand",1612,110000
496,"Kelly's Gift Shop",Snowden,Tony,"+64 9 5555500","Arenales 1938 3'A'",NULL,"Auckland  ",NULL,NULL,"New Zealand",1612,110000
496,"Kelly's Gift Shop",Snowden,Tony,"+64 9 5555500","Arenales 1938 3'A'",NULL,"Auckland  ",NULL,NULL,"New Zealand",1612,110000
496,"Kelly's Gift Shop",Snowden,Tony,"+64 9 5555500","Arenales 1938 3'A'",NULL,"Auckland  ",NULL,NULL,"New Zealand",1612,110000
496,"Kelly's Gift Shop",Snowden,Tony,"+64 9 5555500","Arenales 1938 3'A'",NULL,"Auckland  ",NULL,NULL,"New Zealand",1612,110000
496,"Kelly's Gift Shop",Snowden,Tony,"+64 9 5555500","Arenales 1938 3'A'",NULL,"Auckland  ",NULL,NULL,"New Zealand",1612,110000
496,"Kelly's Gift Shop",Snowden,Tony,"+64 9 5555500","Arenales 1938 3'A'",NULL,"Auckland  ",NULL,NULL,"New Zealand",1612,110000
496,"Kelly's Gift Shop",Snowden,Tony,"+64 9 5555500","Arenales 1938 3'A'",NULL,"Auckland  ",NULL,NULL,"New Zealand",1612,110000
496,"Kelly's Gift Shop",Snowden,Tony,"+64 9 5555500","Arenales 1938 3'A'",NULL,"Auckland  ",NULL,NULL,"New Zealand",1612,110000
496,"Kelly's Gift Shop",Snowden,Tony,"+64 9 5555500","Arenales 1938 3'A'",NULL,"Auckland  ",NULL,NULL,"New Zealand",1612,110000
496,"Kelly's Gift Shop",Snowden,Tony,"+64 9 5555500","Arenales 1938 3'A'",NULL,"Auckland  ",NULL,NULL,"New Zealand",1612,110000
496,"Kelly's Gift Shop",Snowden,Tony,"+64 9 5555500","Arenales 1938 3'A'",NULL,"Auckland  ",NULL,NULL,"New Zealand",1612,110000
496,"Kelly's Gift Shop",Snowden,Tony,"+64 9 5555500","Arenales 1938 3'A'",NULL,"Auckland  ",NULL,NULL,"New Zealand",1612,110000
496,"Kelly's Gift Shop",Snowden,Tony,"+64 9 5555500","Arenales 1938 3'A'",NULL,"Auckland  ",NULL,NULL,"New Zealand",1612,110000
496,"Kelly's Gift Shop",Snowden,Tony,"+64 9 5555500","Arenales 1938 3'A'",NULL,"Auckland  ",NULL,NULL,"New Zealand",1612,110000
496,"Kelly's Gift Shop",Snowden,Tony,"+64 9 5555500","Arenales 1938 3'A'",NULL,"Auckland  ",NULL,NULL,"New Zealand",1612,110000
